-3.651426569	0.987277022	-3.834781569	-3.182168085	-2.954300813	-5.841218002	1
-0.394381262	1.054107212	0.974058516	-1.425619905	0.836807763	2.844949618	1
-4.758304075	3.471097846	-6.533106769	-6.073989003	-7.718042405	-9.855927437	1
-3.550385399	4.838964187	-6.040235379	-6.221945359	-5.073642635	-10.44100867	1
-7.781352763	6.283377078	-9.65660636	-10.73210893	-7.898122052	-13.5706825	1
-5.638941313	4.343743498	-6.65573447	-9.505140826	-4.850323159	-10.00625283	1
-1.672345978	2.172976101	-3.103476671	-6.034402576	-2.383826034	-4.166478775	1
-3.505790326	2.814314155	-3.342175996	-4.820322244	-3.157032672	-4.405850225	1
-13.00940281	4.828235332	-11.05840142	-8.592047402	-10.6157453	-21.01789834	1
-2.155302544	1.080438616	0.044415321	-5.053824765	0.821195362	4.027366039	1

-0.206563459	2.106606021	1.167287618	-0.059554648	0.078147526	0.299318483	0
0.646816779	-0.945447674	-0.959211389	0.077113065	1.191627246	0.079785673	0
-0.039402224	0.480487003	0.432320536	-0.00947207	0.508004925	-0.482334562	0
-0.261940678	0.682369156	-0.974340911	-0.947432533	2.121353069	0.232509838	0
0.003466992	0.526268095	0.188158044	0.915557075	-0.023160804	-0.15449674	0
1.080648876	-0.350731141	-0.290525694	-0.474140391	0.213820922	-0.720463758	0
-1.377114294	0.56267727	0.695018063	-0.17912693	-1.806605399	1.119280923	0
0.868110477	0.339416205	-1.696411231	0.089173228	-0.134884766	0.890468106	0
-0.042132091	1.11043608	0.374408611	0.610897779	-0.113121811	-0.419652095	0






